text,label,language,text_clean,label_encoded
"U wan 2 haf lunch i'm in da canteen now.
",ham,english,U wan 2 haf lunch i'm in da canteen now.,0
"Dude how do you like the buff wind.
",ham,english,Dude how do you like the buff wind.,0
"No..its ful of song lyrics..
",ham,english,No..its ful of song lyrics..,0
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...
",ham,english,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",0
"Great! I shoot big loads so get ready!
",ham,english,Great! I shoot big loads so get ready!,0
"No dear i do have free messages without any recharge. Hi hi hi
",ham,english,No dear i do have free messages without any recharge. Hi hi hi,0
"Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
",ham,english,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0
"That means you got an A in epi, she.s fine. She.s here now.
",ham,english,"That means you got an A in epi, she.s fine. She.s here now.",0
"I am great princess! What are you thinking about me? :)
",ham,english,I am great princess! What are you thinking about me? :),0
"from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
",smishing,english,from <URL> MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,1
"cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
",ham,english,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,0
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR
",smishing,english,"Urgent! Please call <PHONE>from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1
"I love to give massages. I use lots of baby oil... What is your fave position?
",ham,english,I love to give massages. I use lots of baby oil... What is your fave position?,0
"I sent them. Do you like?
",ham,english,I sent them. Do you like?,0
"Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
",ham,english,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0
"How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
",ham,english,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,0
"Ding me on ya break fassyole! Blacko from londn
",ham,english,Ding me on ya break fassyole! Blacko from londn,0
"Ya! when are ü taking ure practical lessons? I start in june..  
",ham,english,Ya! when are ü taking ure practical lessons? I start in june..,0
"HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
",ham,english,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0
"Can u look 4 me in da lib i got stuff havent finish yet.
",ham,english,Can u look 4 me in da lib i got stuff havent finish yet.,0
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)
",smishing,english,"January Male Sale! Hot Gay chat now cheaper, call <PHONE>. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call <PHONE> (10p/min)",1
"Finish liao... U?
",ham,english,Finish liao... U?,0
"Huh so early.. Then ü having dinner outside izzit?
",ham,english,Huh so early.. Then ü having dinner outside izzit?,0
"My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
",ham,english,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0
"Cos i want it to be your thing
",ham,english,Cos i want it to be your thing,0
"I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
",ham,english,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to &lt;#&gt;,0
"Sorry, I'll call later
",ham,english,"Sorry, I'll call later",0
"<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
",smishing,english,Please CALL <PHONE>immediately as there is an urgent message waiting for you.,1
"Nope... C ü then...
",ham,english,Nope... C ü then...,0
"How? Izzit still raining?
",ham,english,How? Izzit still raining?,0
"K.k.how is your business now?
",ham,english,K.k.how is your business now?,0
"meet you in corporation st outside gap … you can see how my mind is working!
",ham,english,meet you in corporation st outside gap ... you can see how my mind is working!,0
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!
",smishing,english,"This weeks SavaMob member offers are now accessible. Just call <PHONE>for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",1
"Package all your programs well
",ham,english,Package all your programs well,0
"I dont know why she.s not getting your messages
",ham,english,I dont know why she.s not getting your messages,0
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply
",smishing,english,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1
"what I meant to say is cant wait to see u again getting bored of this bridgwater banter
",ham,english,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,0
"What time you thinkin of goin?
",ham,english,What time you thinkin of goin?,0
"Fuck babe ... What happened to you ? How come you never came back?
",ham,english,Fuck babe ... What happened to you ? How come you never came back?,0
"It wont b until 2.15 as trying 2 sort house out, is that ok?
",ham,english,"It wont b until 2.15 as trying 2 sort house out, is that ok?",0
"K.:)you are the only girl waiting in reception ah?
",ham,english,K.:)you are the only girl waiting in reception ah?,0
"Ok. I only ask abt e movie. U wan ktv oso?
",ham,english,Ok. I only ask abt e movie. U wan ktv oso?,0
"So what did the bank say about the money?
",ham,english,So what did the bank say about the money?,0
"Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
",smishing,english,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call <PHONE>quoting claim code 4041 standard rates app,1
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.
",ham,english,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",0
"Your dad is back in ph?
",ham,english,Your dad is back in ph?,0
"Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
",ham,english,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,0
"Hi:)cts employee how are you?
",ham,english,Hi:)cts employee how are you?,0
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.
",ham,english,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",0
"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!""
",ham,english,"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!""",0
"BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
",ham,english,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,0
"-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
",smishing,english,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: <URL> STOP? Send STOP FRND to 62468,1
"Do you know when the result.
",ham,english,Do you know when the result.,0
"Hey babe, my friend had to cancel, still up for a visit ?
",ham,english,"Hey babe, my friend had to cancel, still up for a visit ?",0
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
",smishing,english,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1
"My sister going to earn more than me da.
",ham,english,My sister going to earn more than me da.,0
"Sorry me going home first... Daddy come fetch ü later...
",ham,english,Sorry me going home first... Daddy come fetch ü later...,0
"Could you not read me, my Love ? I answered you
",ham,english,"Could you not read me, my Love ? I answered you",0
"Aight do you still want to get money
",ham,english,Aight do you still want to get money,0
"Are you willing to go for aptitude class.
",ham,english,Are you willing to go for aptitude class.,0
"Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
",smishing,english,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call <PHONE>to book your time.,1
"The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
",ham,english,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0
"X2  &lt;#&gt; . Are you going to get that
",ham,english,X2 &lt;#&gt; . Are you going to get that,0
"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
",smishing,english,Cashbin.co.uk (Get lots of cash this weekend!) <URL> Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,1
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ
",smishing,english,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to <PHONE>+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1
"Same. Wana plan a trip sometme then
",ham,english,Same. Wana plan a trip sometme then,0
"I love u 2 my little pocy bell I am sorry but I love u
",ham,english,I love u 2 my little pocy bell I am sorry but I love u,0
"Hello madam how are you ?
",ham,english,Hello madam how are you ?,0
"Your bill at 3 is £33.65 so thats not bad!
",ham,english,Your bill at 3 is £33.65 so thats not bad!,0
"R u saying i should re order the slippers cos i had to pay for returning it.
",ham,english,R u saying i should re order the slippers cos i had to pay for returning it.,0
"K give me a sec, breaking a  &lt;#&gt;  at cstore
",ham,english,"K give me a sec, breaking a &lt;#&gt; at cstore",0
"URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
",smishing,english,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW <PHONE>. ACL03530150PM,1
"I wait 4 ü inside da car park...
",ham,english,I wait 4 ü inside da car park...,0
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn
",ham,english,"Yun ah.the ubi one say if ü wan call by tomorrow.call <PHONE>look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",0
"Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
",ham,english,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,0
"Oh... Icic... K lor, den meet other day...
",ham,english,"Oh... Icic... K lor, den meet other day...",0
"http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
",smishing,english,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,1
"08714712388 between 10am-7pm Cost 10p
",smishing,english,<PHONE>between 10am-7pm Cost 10p,1
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921
",smishing,english,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call <PHONE>",1
"I fetch yun or u fetch?
",ham,english,I fetch yun or u fetch?,0
"Yo! Howz u? girls never rang after india. L
",ham,english,Yo! Howz u? girls never rang after india. L,0
"Ü thk of wat to eat tonight.
",ham,english,Ü thk of wat to eat tonight.,0
"He's in lag. That's just the sad part but we keep in touch thanks to skype
",ham,english,He's in lag. That's just the sad part but we keep in touch thanks to skype,0
"UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
",smishing,english,UR GOING 2 BAHAMAS! CallFREEFONE <PHONE>and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to <PHONE>,1
"I've got  &lt;#&gt; , any way I could pick up?
",ham,english,"I've got &lt;#&gt; , any way I could pick up?",0
"Gud gud..k, chikku tke care.. sleep well gud nyt
",ham,english,"Gud gud..k, chikku tke care.. sleep well gud nyt",0
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk
",smishing,english,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's <URL> custcare <PHONE>, 1x150p/wk",1
"Yo, you around? Just got my car back
",ham,english,"Yo, you around? Just got my car back",0
"2mro i am not coming to gym machan. Goodnight.
",ham,english,2mro i am not coming to gym machan. Goodnight.,0
"4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
",smishing,english,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on <PHONE>to update now! or2stoptxt,1
"Oh oh... Den muz change plan liao... Go back have to yan jiu again...
",ham,english,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,0
"Yup but not studying surfing lor. I'm in e lazy mode today.
",ham,english,Yup but not studying surfing lor. I'm in e lazy mode today.,0
"Hahaha..use your brain dear
",ham,english,Hahaha..use your brain dear,0
"Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
",ham,english,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,0
"Good night my dear.. Sleepwell&amp;Take care
",ham,english,Good night my dear.. Sleepwell&amp;Take care,0
"First answer my question.
",ham,english,First answer my question.,0
"Compliments to you. Was away from the system. How your side.
",ham,english,Compliments to you. Was away from the system. How your side.,0
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*
",ham,english,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",0
"Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
",smishing,english,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,1
"it's really getting me down just hanging around.
",ham,english,it's really getting me down just hanging around.,0
"Nah man, my car is meant to be crammed full of people
",ham,english,"Nah man, my car is meant to be crammed full of people",0
"Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
",smishing,english,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,1
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.
",ham,english,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0
"Anytime lor...
",ham,english,Anytime lor...,0
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
",ham,english,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0
":-) yeah! Lol. Luckily i didn't have a starring role like you!
",ham,english,:-) yeah! Lol. Luckily i didn't have a starring role like you!,0
"Pls help me tell Ashley that i cant find her number oh
",ham,english,Pls help me tell Ashley that i cant find her number oh,0
"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
",smishing,english,Please call our customer service representative on FREEPHONE <PHONE>between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1
"Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
",ham,english,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...
",ham,english,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",0
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
",ham,english,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0
"G says you never answer your texts, confirm/deny
",ham,english,"G says you never answer your texts, confirm/deny",0
"U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
",smishing,english,U <PHONE>have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on <PHONE>,1
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
",ham,english,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
"LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
",smishing,english,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1
"How would my ip address test that considering my computer isn't a minecraft server
",ham,english,How would my ip address test that considering my computer isn't a minecraft server,0
"No that just means you have a fat head
",ham,english,No that just means you have a fat head,0
", ow u dey.i paid 60,400thousad.i told  u would call . 
",ham,english,", ow u dey.i paid 60,400thousad.i told u would call .",0
"I'm awake oh. What's up.
",ham,english,I'm awake oh. What's up.,0
"Ü neva tell me how i noe... I'm not at home in da aft wat... 
",ham,english,Ü neva tell me how i noe... I'm not at home in da aft wat...,0
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.
",ham,english,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",0
"Sorry that took so long, omw now
",ham,english,"Sorry that took so long, omw now",0
"Same as kallis dismissial in 2nd test:-).
",ham,english,Same as kallis dismissial in 2nd test:-).,0
"Princess, is your kitty shaved or natural?
",ham,english,"Princess, is your kitty shaved or natural?",0
"You didnt complete your gist oh.
",ham,english,You didnt complete your gist oh.,0
"Sorry, I'll call later
",ham,english,"Sorry, I'll call later",0
"Glad to see your reply.
",ham,english,Glad to see your reply.,0
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)
",ham,english,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",0
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL
",smishing,english,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> <URL> xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",1
"Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
",ham,english,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,0
"After completed degree. There is no use in joining finance.
",ham,english,After completed degree. There is no use in joining finance.,0
"Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
",ham,english,Hey mate. Spoke to the mag people. We‘re on. the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,0
"As if i wasn't having enough trouble sleeping.
",ham,english,As if i wasn't having enough trouble sleeping.,0
"I attended but nothing is there.
",ham,english,I attended but nothing is there.,0
"He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
",ham,english,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,0
" gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
",ham,english,gonna let me know cos comes bak from holiday that day. is coming. Don't4get2text me number.,0
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)
",smishing,english,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call <PHONE>at 10p/min. 2 stop texts call <PHONE>(nat rate)",1
"Haha awesome, I might need to take you up on that, what you doin tonight?
",ham,english,"Haha awesome, I might need to take you up on that, what you doin tonight?",0
"Are you staying in town ?
",ham,english,Are you staying in town ?,0
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance
",ham,english,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",0
"Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
",ham,english,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,0
"Both :) i shoot big loads so get ready!
",ham,english,Both :) i shoot big loads so get ready!,0
"5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
",smishing,english,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed <PHONE>profit 2 charity.,1
"Life style garments account no please.
",ham,english,Life style garments account no please.,0
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X
",smishing,english,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs <PHONE>. £3.00 Sub. 16 . Unsub reply X",1
"I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
",ham,english,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.
",ham,english,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",0
"Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
",ham,english,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,0
"Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
",ham,english,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES
",smishing,english,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1
"Yo guess what I just dropped
",ham,english,Yo guess what I just dropped,0
"Good morning pookie pie! Lol hope I didn't wake u up
",ham,english,Good morning pookie pie! Lol hope I didn't wake u up,0
"Dear reached railway. What happen to you
",ham,english,Dear reached railway. What happen to you,0
"Lol. Well quality aint bad at all so i aint complaining
",ham,english,Lol. Well quality aint bad at all so i aint complaining,0
"says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
",ham,english,says the &lt;#&gt; year old with a man and money. I'm down to my last &lt;#&gt; . Still waiting for that check.,0
"Sorry i'm not free...
",ham,english,Sorry i'm not free...,0
"Is that seriously how you spell his name?
",ham,english,Is that seriously how you spell his name?,0
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!
",ham,english,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0
"Ultimately tor motive tui achieve korli.
",ham,english,Ultimately tor motive tui achieve korli.,0
"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
",ham,english,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0
"I'm working technical support :)voice process.
",ham,english,I'm working technical support :)voice process.,0
"Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
",smishing,english,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1
"How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
",ham,english,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,0
"okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
",smishing,english,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call <PHONE>from landline. TCs SAE Box326 CW25WX 150ppm,1
"Yeah right! I'll bring my tape measure fri!
",ham,english,Yeah right! I'll bring my tape measure fri!,0
"Cool. So how come you havent been wined and dined before?
",ham,english,Cool. So how come you havent been wined and dined before?,0
"Yay! You better not have told that to 5 other girls either.
",ham,english,Yay! You better not have told that to 5 other girls either.,0
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.
",ham,english,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",0
"I cant wait to see you! How were the photos were useful? :)
",ham,english,I cant wait to see you! How were the photos were useful? :),0
"Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
",smishing,english,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1
"It could work, we'll reach a consensus at the next meeting
",ham,english,"It could work, we'll reach a consensus at the next meeting",0
"Nope. Since ayo travelled, he has forgotten his guy
",ham,english,"Nope. Since ayo travelled, he has forgotten his guy",0
"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
",smishing,english,Please call our customer service representative on FREEPHONE <PHONE>between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1
"Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
",ham,english,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,0
"Pls i wont belive god.not only jesus.
",ham,english,Pls i wont belive god.not only jesus.,0
"Ok ill send you with in  &lt;DECIMAL&gt;  ok.
",ham,english,Ok ill send you with in &lt;DECIMAL&gt; ok.,0
"Don no da:)whats you plan?
",ham,english,Don no da:)whats you plan?,0
"Shopping? Eh ger i toking abt syd leh...Haha
",ham,english,Shopping? Eh ger i toking abt syd leh...Haha,0
"When should I come over?
",ham,english,When should I come over?,0
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324
",smishing,english,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call <PHONE> (10p/min). 2 stop texts call <PHONE>",1
"Sorry, I'll call later ok bye
",ham,english,"Sorry, I'll call later ok bye",0
